Year,Region,Economic Category,National Inventory Category,National Inventory Sub-category,National Inventory Sub-sub-category,CO2eq,Unit
2000,Ontario,Residential,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Residential,Industrial Processes and Product Use,Total,,0.035442131,Mt
2000,Ontario,Residential,Agriculture,Manure Management,,0,Mt
2000,Ontario,Residential,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Residential,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,Residential,Agriculture,Total,,0,Mt
2000,Ontario,Residential,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Residential,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Residential,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Residential,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Residential,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Residential,Waste,Total,,0,Mt
2000,Ontario,Residential,CO2 Captured,Total,,0,Mt
2000,Ontario,Agriculture,Total,,,11.07095174,Mt
2000,Ontario,Agriculture,Energy,Stationary Combustion,Stationary,0.892395698,Mt
2000,Ontario,Agriculture,Energy,Stationary Combustion,Electricity,0.00491261,Mt
2000,Ontario,Agriculture,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Agriculture,Energy,Transport,,0.740894471,Mt
2000,Ontario,Agriculture,Energy,Fugitive (Unintentional),,0.003367994,Mt
2000,Ontario,Agriculture,Energy,Flaring,,0,Mt
2000,Ontario,Agriculture,Energy,Venting,,0,Mt
2000,Ontario,Agriculture,Energy,Total,,1.641570773,Mt
2000,Ontario,Agriculture,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Agriculture,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Agriculture,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Agriculture,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Agriculture,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.014238,Mt
2000,Ontario,Agriculture,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Agriculture,Industrial Processes and Product Use,Total,,0.014238,Mt
2000,Ontario,Agriculture,Agriculture,Manure Management,,1.979199974,Mt
2000,Ontario,Agriculture,Agriculture,Enteric Fermentation,,4.684989218,Mt
2000,Ontario,Agriculture,Agriculture,Agriculture Soils,,2.750953778,Mt
2000,Ontario,Agriculture,Agriculture,Total,,9.415142971,Mt
2000,Ontario,Agriculture,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Agriculture,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Agriculture,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Agriculture,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Agriculture,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Agriculture,Waste,Total,,0,Mt
2000,Ontario,Agriculture,CO2 Captured,Total,,0,Mt
2000,Ontario,On Farm Fuel Use,Total,,,1.655808773,Mt
2000,Ontario,On Farm Fuel Use,Energy,Stationary Combustion,Stationary,0.892395698,Mt
2000,Ontario,On Farm Fuel Use,Energy,Stationary Combustion,Electricity,0.00491261,Mt
2000,Ontario,On Farm Fuel Use,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,On Farm Fuel Use,Energy,Transport,,0.740894471,Mt
2000,Ontario,On Farm Fuel Use,Energy,Fugitive (Unintentional),,0.003367994,Mt
2000,Ontario,On Farm Fuel Use,Energy,Flaring,,0,Mt
2000,Ontario,On Farm Fuel Use,Energy,Venting,,0,Mt
2000,Ontario,On Farm Fuel Use,Energy,Total,,1.641570773,Mt
2000,Ontario,On Farm Fuel Use,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,On Farm Fuel Use,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,On Farm Fuel Use,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,On Farm Fuel Use,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,On Farm Fuel Use,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.014238,Mt
2000,Ontario,On Farm Fuel Use,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,On Farm Fuel Use,Industrial Processes and Product Use,Total,,0.014238,Mt
2000,Ontario,On Farm Fuel Use,Agriculture,Manure Management,,0,Mt
2000,Ontario,On Farm Fuel Use,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,On Farm Fuel Use,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,On Farm Fuel Use,Agriculture,Total,,0,Mt
2000,Ontario,On Farm Fuel Use,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,On Farm Fuel Use,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,On Farm Fuel Use,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,On Farm Fuel Use,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,On Farm Fuel Use,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,On Farm Fuel Use,Waste,Total,,0,Mt
2000,Ontario,On Farm Fuel Use,CO2 Captured,Total,,0,Mt
2000,Ontario,Crop Production,Total,,,1.992606485,Mt
2000,Ontario,Crop Production,Energy,Stationary Combustion,Stationary,0,Mt
2000,Ontario,Crop Production,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Crop Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Crop Production,Energy,Transport,,0,Mt
2000,Ontario,Crop Production,Energy,Fugitive (Unintentional),,0,Mt
2000,Ontario,Crop Production,Energy,Flaring,,0,Mt
2000,Ontario,Crop Production,Energy,Venting,,0,Mt
2000,Ontario,Crop Production,Energy,Total,,0,Mt
2000,Ontario,Crop Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Crop Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Crop Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Crop Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Crop Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Ontario,Crop Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Crop Production,Industrial Processes and Product Use,Total,,0,Mt
2000,Ontario,Crop Production,Agriculture,Manure Management,,0,Mt
2000,Ontario,Crop Production,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Crop Production,Agriculture,Agriculture Soils,,1.992606485,Mt
2000,Ontario,Crop Production,Agriculture,Total,,1.992606485,Mt
2000,Ontario,Crop Production,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Crop Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Crop Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Crop Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Crop Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Crop Production,Waste,Total,,0,Mt
2000,Ontario,Crop Production,CO2 Captured,Total,,0,Mt
2000,Ontario,Animal Production,Total,,,7.422536486,Mt
2000,Ontario,Animal Production,Energy,Stationary Combustion,Stationary,0,Mt
2000,Ontario,Animal Production,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Animal Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Animal Production,Energy,Transport,,0,Mt
2000,Ontario,Animal Production,Energy,Fugitive (Unintentional),,0,Mt
2000,Ontario,Animal Production,Energy,Flaring,,0,Mt
2000,Ontario,Animal Production,Energy,Venting,,0,Mt
2000,Ontario,Animal Production,Energy,Total,,0,Mt
2000,Ontario,Animal Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Animal Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Animal Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Animal Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Animal Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Ontario,Animal Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Animal Production,Industrial Processes and Product Use,Total,,0,Mt
2000,Ontario,Animal Production,Agriculture,Manure Management,,1.979199974,Mt
2000,Ontario,Animal Production,Agriculture,Enteric Fermentation,,4.684989218,Mt
2000,Ontario,Animal Production,Agriculture,Agriculture Soils,,0.758347294,Mt
2000,Ontario,Animal Production,Agriculture,Total,,7.422536486,Mt
2000,Ontario,Animal Production,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Animal Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Animal Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Animal Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Animal Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Animal Production,Waste,Total,,0,Mt
2000,Ontario,Animal Production,CO2 Captured,Total,,0,Mt
2000,Ontario,Waste,Total,,,7.402270351,Mt
2000,Ontario,Waste,Energy,Stationary Combustion,Stationary,0,Mt
2000,Ontario,Waste,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Waste,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Waste,Energy,Transport,,0,Mt
2000,Ontario,Waste,Energy,Fugitive (Unintentional),,0,Mt
2000,Ontario,Waste,Energy,Flaring,,0,Mt
2000,Ontario,Waste,Energy,Venting,,0,Mt
2000,Ontario,Waste,Energy,Total,,0,Mt
2000,Ontario,Waste,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Waste,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Waste,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Waste,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Waste,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Ontario,Waste,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Waste,Industrial Processes and Product Use,Total,,0,Mt
2000,Ontario,Waste,Agriculture,Manure Management,,0,Mt
2000,Ontario,Waste,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Waste,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,Waste,Agriculture,Total,,0,Mt
2000,Ontario,Waste,Waste,Solid Waste Disposal,,6.320092158,Mt
2000,Ontario,Waste,Waste,Biological Treatment of Solid Waste,,0.05444316,Mt
2000,Ontario,Waste,Waste,Wastewater Treatment and Discharge,,0.75739308,Mt
2000,Ontario,Waste,Waste,Incineration and Open Burning of Waste,,0.120917425,Mt
2000,Ontario,Waste,Waste,Industrial Wood Waste Landfills,,0.149424529,Mt
2000,Ontario,Waste,Waste,Total,,7.402270351,Mt
2000,Ontario,Waste,CO2 Captured,Total,,0,Mt
2000,Ontario,Solid Waste,Total,,,6.523959847,Mt
2000,Ontario,Solid Waste,Energy,Stationary Combustion,Stationary,0,Mt
2000,Ontario,Solid Waste,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Solid Waste,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Solid Waste,Energy,Transport,,0,Mt
2000,Ontario,Solid Waste,Energy,Fugitive (Unintentional),,0,Mt
2000,Ontario,Solid Waste,Energy,Flaring,,0,Mt
2000,Ontario,Solid Waste,Energy,Venting,,0,Mt
2000,Ontario,Solid Waste,Energy,Total,,0,Mt
2000,Ontario,Solid Waste,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Solid Waste,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Solid Waste,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Solid Waste,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Solid Waste,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Ontario,Solid Waste,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Solid Waste,Industrial Processes and Product Use,Total,,0,Mt
2000,Ontario,Solid Waste,Agriculture,Manure Management,,0,Mt
2000,Ontario,Solid Waste,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Solid Waste,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,Solid Waste,Agriculture,Total,,0,Mt
2000,Ontario,Solid Waste,Waste,Solid Waste Disposal,,6.320092158,Mt
2000,Ontario,Solid Waste,Waste,Biological Treatment of Solid Waste,,0.05444316,Mt
2000,Ontario,Solid Waste,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Solid Waste,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Solid Waste,Waste,Industrial Wood Waste Landfills,,0.149424529,Mt
2000,Ontario,Solid Waste,Waste,Total,,6.523959847,Mt
2000,Ontario,Solid Waste,CO2 Captured,Total,,0,Mt
2000,Ontario,Wastewater,Total,,,0.75739308,Mt
2000,Ontario,Wastewater,Energy,Stationary Combustion,Stationary,0,Mt
2000,Ontario,Wastewater,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Wastewater,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Wastewater,Energy,Transport,,0,Mt
2000,Ontario,Wastewater,Energy,Fugitive (Unintentional),,0,Mt
2000,Ontario,Wastewater,Energy,Flaring,,0,Mt
2000,Ontario,Wastewater,Energy,Venting,,0,Mt
2000,Ontario,Wastewater,Energy,Total,,0,Mt
2000,Ontario,Wastewater,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Wastewater,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Wastewater,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Wastewater,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Wastewater,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Ontario,Wastewater,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Wastewater,Industrial Processes and Product Use,Total,,0,Mt
2000,Ontario,Wastewater,Agriculture,Manure Management,,0,Mt
2000,Ontario,Wastewater,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Wastewater,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,Wastewater,Agriculture,Total,,0,Mt
2000,Ontario,Wastewater,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Wastewater,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Wastewater,Waste,Wastewater Treatment and Discharge,,0.75739308,Mt
2000,Ontario,Wastewater,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Wastewater,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Wastewater,Waste,Total,,0.75739308,Mt
2000,Ontario,Wastewater,CO2 Captured,Total,,0,Mt
2000,Ontario,Waste Incineration,Total,,,0.120917425,Mt
2000,Ontario,Waste Incineration,Energy,Stationary Combustion,Stationary,0,Mt
2000,Ontario,Waste Incineration,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Waste Incineration,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Waste Incineration,Energy,Transport,,0,Mt
2000,Ontario,Waste Incineration,Energy,Fugitive (Unintentional),,0,Mt
2000,Ontario,Waste Incineration,Energy,Flaring,,0,Mt
2000,Ontario,Waste Incineration,Energy,Venting,,0,Mt
2000,Ontario,Waste Incineration,Energy,Total,,0,Mt
2000,Ontario,Waste Incineration,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Waste Incineration,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Waste Incineration,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Waste Incineration,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Waste Incineration,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Ontario,Waste Incineration,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Waste Incineration,Industrial Processes and Product Use,Total,,0,Mt
2000,Ontario,Waste Incineration,Agriculture,Manure Management,,0,Mt
2000,Ontario,Waste Incineration,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Waste Incineration,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,Waste Incineration,Agriculture,Total,,0,Mt
2000,Ontario,Waste Incineration,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Waste Incineration,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Waste Incineration,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Waste Incineration,Waste,Incineration and Open Burning of Waste,,0.120917425,Mt
2000,Ontario,Waste Incineration,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Waste Incineration,Waste,Total,,0.120917425,Mt
2000,Ontario,Waste Incineration,CO2 Captured,Total,,0,Mt
2000,Ontario,Coal Production,Total,,,0,Mt
2000,Ontario,Coal Production,Energy,Stationary Combustion,Stationary,0,Mt
2000,Ontario,Coal Production,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Coal Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Coal Production,Energy,Transport,,0,Mt
2000,Ontario,Coal Production,Energy,Fugitive (Unintentional),,0,Mt
2000,Ontario,Coal Production,Energy,Flaring,,0,Mt
2000,Ontario,Coal Production,Energy,Venting,,0,Mt
2000,Ontario,Coal Production,Energy,Total,,0,Mt
2000,Ontario,Coal Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Coal Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Coal Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Coal Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Coal Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Ontario,Coal Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Coal Production,Industrial Processes and Product Use,Total,,0,Mt
2000,Ontario,Coal Production,Agriculture,Manure Management,,0,Mt
2000,Ontario,Coal Production,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Coal Production,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,Coal Production,Agriculture,Total,,0,Mt
2000,Ontario,Coal Production,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Coal Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Coal Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Coal Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Coal Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Coal Production,Waste,Total,,0,Mt
2000,Ontario,Coal Production,CO2 Captured,Total,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Total,,,10.90266034,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Stationary,6.45979932,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Electricity,0.534716746,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Steam for Sale,0.008186968,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Energy,Transport,,3.461783973,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Energy,Fugitive (Unintentional),,0.038018303,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Energy,Flaring,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Energy,Venting,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Energy,Total,,10.50250531,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Mineral Products,,0.080075191,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.046718206,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.272556,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Other Product Manufacture and Use,,0.000805638,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Total,,0.400155034,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Agriculture,Manure Management,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Agriculture,Total,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",Waste,Total,,0,Mt
2000,Ontario,"Light Manufacturing, Construction and Forest Resources",CO2 Captured,Total,,0,Mt
2000,Ontario,Light Manufacturing,Total,,,7.223234194,Mt
2000,Ontario,Light Manufacturing,Energy,Stationary Combustion,Stationary,6.014802973,Mt
2000,Ontario,Light Manufacturing,Energy,Stationary Combustion,Electricity,0.534716746,Mt
2000,Ontario,Light Manufacturing,Energy,Stationary Combustion,Steam for Sale,0.008186968,Mt
2000,Ontario,Light Manufacturing,Energy,Transport,,0.263012374,Mt
2000,Ontario,Light Manufacturing,Energy,Fugitive (Unintentional),,0.036034098,Mt
2000,Ontario,Light Manufacturing,Energy,Flaring,,0,Mt
2000,Ontario,Light Manufacturing,Energy,Venting,,0,Mt
2000,Ontario,Light Manufacturing,Energy,Total,,6.856753159,Mt
2000,Ontario,Light Manufacturing,Industrial Processes and Product Use,Mineral Products,,0.080075191,Mt
2000,Ontario,Light Manufacturing,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Light Manufacturing,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Light Manufacturing,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.046718206,Mt
2000,Ontario,Light Manufacturing,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.238882,Mt
2000,Ontario,Light Manufacturing,Industrial Processes and Product Use,Other Product Manufacture and Use,,0.000805638,Mt
2000,Ontario,Light Manufacturing,Industrial Processes and Product Use,Total,,0.366481034,Mt
2000,Ontario,Light Manufacturing,Agriculture,Manure Management,,0,Mt
2000,Ontario,Light Manufacturing,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Light Manufacturing,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,Light Manufacturing,Agriculture,Total,,0,Mt
2000,Ontario,Light Manufacturing,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Light Manufacturing,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Light Manufacturing,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Light Manufacturing,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Light Manufacturing,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Light Manufacturing,Waste,Total,,0,Mt
2000,Ontario,Light Manufacturing,CO2 Captured,Total,,0,Mt
2000,Ontario,Construction,Total,,,3.478015787,Mt
2000,Ontario,Construction,Energy,Stationary Combustion,Stationary,0.438110819,Mt
2000,Ontario,Construction,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Construction,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Construction,Energy,Transport,,3.013738762,Mt
2000,Ontario,Construction,Energy,Fugitive (Unintentional),,0.001984206,Mt
2000,Ontario,Construction,Energy,Flaring,,0,Mt
2000,Ontario,Construction,Energy,Venting,,0,Mt
2000,Ontario,Construction,Energy,Total,,3.453833787,Mt
2000,Ontario,Construction,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Construction,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Construction,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Construction,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Ontario,Construction,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.024182,Mt
2000,Ontario,Construction,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Ontario,Construction,Industrial Processes and Product Use,Total,,0.024182,Mt
2000,Ontario,Construction,Agriculture,Manure Management,,0,Mt
2000,Ontario,Construction,Agriculture,Enteric Fermentation,,0,Mt
2000,Ontario,Construction,Agriculture,Agriculture Soils,,0,Mt
2000,Ontario,Construction,Agriculture,Total,,0,Mt
2000,Ontario,Construction,Waste,Solid Waste Disposal,,0,Mt
2000,Ontario,Construction,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Ontario,Construction,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Ontario,Construction,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Ontario,Construction,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Ontario,Construction,Waste,Total,,0,Mt
2000,Ontario,Construction,CO2 Captured,Total,,0,Mt
2000,Ontario,Forest Resources,Total,,,0.201410364,Mt
2000,Ontario,Forest Resources,Energy,Stationary Combustion,Stationary,0.006885528,Mt
2000,Ontario,Forest Resources,Energy,Stationary Combustion,Electricity,0,Mt
2000,Ontario,Forest Resources,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Ontario,Forest Resources,Energy,Transport,,0.185032837,Mt
2000,Ontario,Forest Resources,Energy,Fugitive (Unintentional),,0,Mt
2000,Ontario,Forest Resources,Energy,Flaring,,0,Mt
2000,Ontario,Forest Resources,Energy,Venting,,0,Mt
2000,Ontario,Forest Resources,Energy,Total,,0.191918364,Mt
2000,Ontario,Forest Resources,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Ontario,Forest Resources,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Ontario,Forest Resources,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Ontario,Forest Resources,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
