Year,Region,Economic Category,National Inventory Category,National Inventory Sub-category,National Inventory Sub-sub-category,CO2eq,Unit
2010,Alberta,Wastewater,Agriculture,Manure Management,,0,Mt
2010,Alberta,Wastewater,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Wastewater,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Wastewater,Agriculture,Total,,0,Mt
2010,Alberta,Wastewater,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Wastewater,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Wastewater,Waste,Wastewater Treatment and Discharge,,0.532672067,Mt
2010,Alberta,Wastewater,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Wastewater,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Wastewater,Waste,Total,,0.532672067,Mt
2010,Alberta,Wastewater,CO2 Captured,Total,,0,Mt
2010,Alberta,Waste Incineration,Total,,,0.010212203,Mt
2010,Alberta,Waste Incineration,Energy,Stationary Combustion,Stationary,0,Mt
2010,Alberta,Waste Incineration,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Waste Incineration,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Waste Incineration,Energy,Transport,,0,Mt
2010,Alberta,Waste Incineration,Energy,Fugitive (Unintentional),,0,Mt
2010,Alberta,Waste Incineration,Energy,Flaring,,0,Mt
2010,Alberta,Waste Incineration,Energy,Venting,,0,Mt
2010,Alberta,Waste Incineration,Energy,Total,,0,Mt
2010,Alberta,Waste Incineration,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Waste Incineration,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Waste Incineration,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Waste Incineration,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Waste Incineration,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2010,Alberta,Waste Incineration,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Waste Incineration,Industrial Processes and Product Use,Total,,0,Mt
2010,Alberta,Waste Incineration,Agriculture,Manure Management,,0,Mt
2010,Alberta,Waste Incineration,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Waste Incineration,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Waste Incineration,Agriculture,Total,,0,Mt
2010,Alberta,Waste Incineration,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Waste Incineration,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Waste Incineration,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Waste Incineration,Waste,Incineration and Open Burning of Waste,,0.010212203,Mt
2010,Alberta,Waste Incineration,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Waste Incineration,Waste,Total,,0.010212203,Mt
2010,Alberta,Waste Incineration,CO2 Captured,Total,,0,Mt
2010,Alberta,Coal Production,Total,,,1.091541161,Mt
2010,Alberta,Coal Production,Energy,Stationary Combustion,Stationary,0.131544115,Mt
2010,Alberta,Coal Production,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Coal Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Coal Production,Energy,Transport,,0.566323239,Mt
2010,Alberta,Coal Production,Energy,Fugitive (Unintentional),,0.393673807,Mt
2010,Alberta,Coal Production,Energy,Flaring,,0,Mt
2010,Alberta,Coal Production,Energy,Venting,,0,Mt
2010,Alberta,Coal Production,Energy,Total,,1.091541161,Mt
2010,Alberta,Coal Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Coal Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Coal Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Coal Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Coal Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2010,Alberta,Coal Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Coal Production,Industrial Processes and Product Use,Total,,0,Mt
2010,Alberta,Coal Production,Agriculture,Manure Management,,0,Mt
2010,Alberta,Coal Production,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Coal Production,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Coal Production,Agriculture,Total,,0,Mt
2010,Alberta,Coal Production,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Coal Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Coal Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Coal Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Coal Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Coal Production,Waste,Total,,0,Mt
2010,Alberta,Coal Production,CO2 Captured,Total,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Total,,,2.900026552,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Stationary,1.676699199,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Electricity,x,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Energy,Transport,,x,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Energy,Fugitive (Unintentional),,0.009274871,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Energy,Flaring,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Energy,Venting,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Energy,Total,,2.741973954,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Mineral Products,,0.083176314,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.036881263,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.037516,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Other Product Manufacture and Use,,0.000479021,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Total,,0.158052598,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Agriculture,Manure Management,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Agriculture,Total,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",Waste,Total,,0,Mt
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",CO2 Captured,Total,,0,Mt
2010,Alberta,Light Manufacturing,Total,,,1.976930614,Mt
2010,Alberta,Light Manufacturing,Energy,Stationary Combustion,Stationary,1.509523894,Mt
2010,Alberta,Light Manufacturing,Energy,Stationary Combustion,Electricity,x,Mt
2010,Alberta,Light Manufacturing,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Light Manufacturing,Energy,Transport,,x,Mt
2010,Alberta,Light Manufacturing,Energy,Fugitive (Unintentional),,0.008874243,Mt
2010,Alberta,Light Manufacturing,Energy,Flaring,,0,Mt
2010,Alberta,Light Manufacturing,Energy,Venting,,0,Mt
2010,Alberta,Light Manufacturing,Energy,Total,,1.835602016,Mt
2010,Alberta,Light Manufacturing,Industrial Processes and Product Use,Mineral Products,,0.083176314,Mt
2010,Alberta,Light Manufacturing,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Light Manufacturing,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Light Manufacturing,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.036881263,Mt
2010,Alberta,Light Manufacturing,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.020792,Mt
2010,Alberta,Light Manufacturing,Industrial Processes and Product Use,Other Product Manufacture and Use,,0.000479021,Mt
2010,Alberta,Light Manufacturing,Industrial Processes and Product Use,Total,,0.141328598,Mt
2010,Alberta,Light Manufacturing,Agriculture,Manure Management,,0,Mt
2010,Alberta,Light Manufacturing,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Light Manufacturing,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Light Manufacturing,Agriculture,Total,,0,Mt
2010,Alberta,Light Manufacturing,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Light Manufacturing,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Light Manufacturing,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Light Manufacturing,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Light Manufacturing,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Light Manufacturing,Waste,Total,,0,Mt
2010,Alberta,Light Manufacturing,CO2 Captured,Total,,0,Mt
2010,Alberta,Construction,Total,,,0.595505691,Mt
2010,Alberta,Construction,Energy,Stationary Combustion,Stationary,0.167175305,Mt
2010,Alberta,Construction,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Construction,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Construction,Energy,Transport,,0.416629758,Mt
2010,Alberta,Construction,Energy,Fugitive (Unintentional),,0.000400629,Mt
2010,Alberta,Construction,Energy,Flaring,,0,Mt
2010,Alberta,Construction,Energy,Venting,,0,Mt
2010,Alberta,Construction,Energy,Total,,0.584205691,Mt
2010,Alberta,Construction,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Construction,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Construction,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Construction,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Construction,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.0113,Mt
2010,Alberta,Construction,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Construction,Industrial Processes and Product Use,Total,,0.0113,Mt
2010,Alberta,Construction,Agriculture,Manure Management,,0,Mt
2010,Alberta,Construction,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Construction,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Construction,Agriculture,Total,,0,Mt
2010,Alberta,Construction,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Construction,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Construction,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Construction,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Construction,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Construction,Waste,Total,,0,Mt
2010,Alberta,Construction,CO2 Captured,Total,,0,Mt
2010,Alberta,Forest Resources,Total,,,0.327590246,Mt
2010,Alberta,Forest Resources,Energy,Stationary Combustion,Stationary,0,Mt
2010,Alberta,Forest Resources,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Forest Resources,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Forest Resources,Energy,Transport,,0.322166246,Mt
2010,Alberta,Forest Resources,Energy,Fugitive (Unintentional),,0,Mt
2010,Alberta,Forest Resources,Energy,Flaring,,0,Mt
2010,Alberta,Forest Resources,Energy,Venting,,0,Mt
2010,Alberta,Forest Resources,Energy,Total,,0.322166246,Mt
2010,Alberta,Forest Resources,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Forest Resources,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Forest Resources,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Forest Resources,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Forest Resources,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.005424,Mt
2010,Alberta,Forest Resources,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Forest Resources,Industrial Processes and Product Use,Total,,0.005424,Mt
2010,Alberta,Forest Resources,Agriculture,Manure Management,,0,Mt
2010,Alberta,Forest Resources,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Forest Resources,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Forest Resources,Agriculture,Total,,0,Mt
2010,Alberta,Forest Resources,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Forest Resources,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Forest Resources,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Forest Resources,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Forest Resources,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Forest Resources,Waste,Total,,0,Mt
2010,Alberta,Forest Resources,CO2 Captured,Total,,0,Mt
2015,Alberta,Total,Total,,,290.7544962,Mt
2015,Alberta,Total,Energy,Stationary Combustion,Stationary,142.548299,Mt
2015,Alberta,Total,Energy,Stationary Combustion,Electricity,17.71577832,Mt
2015,Alberta,Total,Energy,Stationary Combustion,Steam for Sale,0.557113287,Mt
2015,Alberta,Total,Energy,Transport,,38.2939222,Mt
2015,Alberta,Total,Energy,Fugitive (Unintentional),,14.25318444,Mt
2015,Alberta,Total,Energy,Flaring,,2.698486776,Mt
2015,Alberta,Total,Energy,Venting,,40.77860003,Mt
2015,Alberta,Total,Energy,Total,,256.8453841,Mt
2015,Alberta,Total,Industrial Processes and Product Use,Mineral Products,,1.204290399,Mt
2015,Alberta,Total,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2015,Alberta,Total,Industrial Processes and Product Use,Metal Production,,0.001046066,Mt
2015,Alberta,Total,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,1.455278606,Mt
2015,Alberta,Total,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,10.36598294,Mt
2015,Alberta,Total,Industrial Processes and Product Use,Other Product Manufacture and Use,,0.039445882,Mt
2015,Alberta,Total,Industrial Processes and Product Use,Total,,13.06604389,Mt
2015,Alberta,Total,Agriculture,Manure Management,,1.827855929,Mt
2015,Alberta,Total,Agriculture,Enteric Fermentation,,10.4748595,Mt
2015,Alberta,Total,Agriculture,Agriculture Soils,,4.606059859,Mt
2015,Alberta,Total,Agriculture,Total,,16.90877529,Mt
2015,Alberta,Total,Waste,Solid Waste Disposal,,3.564997295,Mt
2015,Alberta,Total,Waste,Biological Treatment of Solid Waste,,0.028681108,Mt
2015,Alberta,Total,Waste,Wastewater Treatment and Discharge,,0.581925398,Mt
2015,Alberta,Total,Waste,Incineration and Open Burning of Waste,,0.032439603,Mt
2015,Alberta,Total,Waste,Industrial Wood Waste Landfills,,0.097241104,Mt
2015,Alberta,Total,Waste,Total,,4.305284508,Mt
2015,Alberta,Total,CO2 Captured,Total,,-0.370991534,Mt
2015,Alberta,Oil and Gas,Total,,,155.3810083,Mt
2015,Alberta,Oil and Gas,Energy,Stationary Combustion,Stationary,78.78055,Mt
2015,Alberta,Oil and Gas,Energy,Stationary Combustion,Electricity,x,Mt
2015,Alberta,Oil and Gas,Energy,Stationary Combustion,Steam for Sale,0,Mt
2015,Alberta,Oil and Gas,Energy,Transport,,x,Mt
2015,Alberta,Oil and Gas,Energy,Fugitive (Unintentional),,13.5648416,Mt
2015,Alberta,Oil and Gas,Energy,Flaring,,2.698486776,Mt
2015,Alberta,Oil and Gas,Energy,Venting,,40.77860003,Mt
2015,Alberta,Oil and Gas,Energy,Total,,155.2895916,Mt
2015,Alberta,Oil and Gas,Industrial Processes and Product Use,Mineral Products,,0,Mt
2015,Alberta,Oil and Gas,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2015,Alberta,Oil and Gas,Industrial Processes and Product Use,Metal Production,,0,Mt
2015,Alberta,Oil and Gas,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2015,Alberta,Oil and Gas,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.462408207,Mt
2015,Alberta,Oil and Gas,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2015,Alberta,Oil and Gas,Industrial Processes and Product Use,Total,,0.462408207,Mt
2015,Alberta,Oil and Gas,Agriculture,Manure Management,,0,Mt
2015,Alberta,Oil and Gas,Agriculture,Enteric Fermentation,,0,Mt
2015,Alberta,Oil and Gas,Agriculture,Agriculture Soils,,0,Mt
2015,Alberta,Oil and Gas,Agriculture,Total,,0,Mt
2015,Alberta,Oil and Gas,Waste,Solid Waste Disposal,,0,Mt
2015,Alberta,Oil and Gas,Waste,Biological Treatment of Solid Waste,,0,Mt
2015,Alberta,Oil and Gas,Waste,Wastewater Treatment and Discharge,,0,Mt
2015,Alberta,Oil and Gas,Waste,Incineration and Open Burning of Waste,,0,Mt
2015,Alberta,Oil and Gas,Waste,Industrial Wood Waste Landfills,,0,Mt
2015,Alberta,Oil and Gas,Waste,Total,,0,Mt
2015,Alberta,Oil and Gas,CO2 Captured,Total,,-0.370991534,Mt
2015,Alberta,Upstream Oil and Gas,Total,,,150.3510344,Mt
2015,Alberta,Upstream Oil and Gas,Energy,Stationary Combustion,Stationary,74.66157115,Mt
2015,Alberta,Upstream Oil and Gas,Energy,Stationary Combustion,Electricity,x,Mt
2015,Alberta,Upstream Oil and Gas,Energy,Stationary Combustion,Steam for Sale,0,Mt
2015,Alberta,Upstream Oil and Gas,Energy,Transport,,x,Mt
2015,Alberta,Upstream Oil and Gas,Energy,Fugitive (Unintentional),,13.35851526,Mt
2015,Alberta,Upstream Oil and Gas,Energy,Flaring,,2.649179814,Mt
2015,Alberta,Upstream Oil and Gas,Energy,Venting,,40.52214697,Mt
2015,Alberta,Upstream Oil and Gas,Energy,Total,,150.6481239,Mt
2015,Alberta,Upstream Oil and Gas,Industrial Processes and Product Use,Mineral Products,,0,Mt
2015,Alberta,Upstream Oil and Gas,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2015,Alberta,Upstream Oil and Gas,Industrial Processes and Product Use,Metal Production,,0,Mt
2015,Alberta,Upstream Oil and Gas,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2015,Alberta,Upstream Oil and Gas,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.073902,Mt
2015,Alberta,Upstream Oil and Gas,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2015,Alberta,Upstream Oil and Gas,Industrial Processes and Product Use,Total,,0.073902,Mt
2015,Alberta,Upstream Oil and Gas,Agriculture,Manure Management,,0,Mt
